county_fips,county_name,state_abbr,health_measure_id,health_measure_label,health_measure_year,adult_population,age_adjusted_fair_poor_health_pct,age_adjusted_low_ci_pct,age_adjusted_high_ci_pct,national_age_adjusted_pct,difference_from_national_pct_points,health_rank_descending,health_point_above_national,active_hpsa_component_rows,active_hpsa_designations,max_active_hpsa_score,max_score_hpsa_ids,max_score_hpsa_names,active_designation_types,active_rural_statuses,whole_county_geographic_hpsa,higher_hpsa_score_screen,bivariate_screen_class,reference_review_eligible,reference_review_order,reference_shortlist,time_alignment_status,interpretation_boundary
37021,Buncombe,NC,GHLTH,Fair or poor health,2022,225801,13.3,11.7,14.9,17.0,-3.7,96,no,36,6,19,1376005931,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS,Correctional Facility | Federally Qualified Health Center | Federally Qualified Health Center Look A Like | HPSA Population,Non-Rural | Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37023,Burke,NC,GHLTH,Fair or poor health,2022,72247,18.4,16.3,20.6,17.0,1.4,54,yes,2,2,13,1376832656,LI-Burke County,Correctional Facility | HPSA Population,Non-Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37025,Cabarrus,NC,GHLTH,Fair or poor health,2022,177234,15.3,13.5,17.2,17.0,-1.7,87,no,4,2,20,13799937B2,"CABARRUS COMMUNITY HEALTH CENTERS, INC.",Federally Qualified Health Center | HPSA Population,Non-Rural,no,yes,Higher HPSA score only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37027,Caldwell,NC,GHLTH,Fair or poor health,2022,64779,18.9,16.8,21.2,17.0,1.9,50,yes,1,1,13,1378045018,LI - Caldwell County,HPSA Population,Non-Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37029,Camden,NC,GHLTH,Fair or poor health,2022,8570,15.5,13.6,17.6,17.0,-1.5,85,no,1,1,15,1371845741,Camden County,Geographic HPSA,Rural,yes,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37031,Carteret,NC,GHLTH,Fair or poor health,2022,57810,15.3,13.6,17.1,17.0,-1.7,88,no,7,2,16,1378100399,Carteret East,Geographic HPSA | HPSA Population,Partially Rural | Rural | Unknown,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37033,Caswell,NC,GHLTH,Fair or poor health,2022,18570,21.0,18.8,23.4,17.0,4.0,27,yes,2,2,19,1379993780,"Compassion Health Care, Inc.",Federally Qualified Health Center | HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37035,Catawba,NC,GHLTH,Fair or poor health,2022,128493,17.9,15.9,20.0,17.0,0.9,62,yes,1,1,12,1377708349,LI-Catawba County,HPSA Population,Partially Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37037,Chatham,NC,GHLTH,Fair or poor health,2022,64854,16.1,14.2,17.9,17.0,-0.9,81,no,10,1,12,1372954019,LI - Chatham Greater,HPSA Population,Partially Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37039,Cherokee,NC,GHLTH,Fair or poor health,2022,24916,20.1,18.0,22.3,17.0,3.1,38,yes,4,4,18,13799937E6,The Cherokee County Clinic,"HPSA Population | Indian Health Service, Tribal Health, and Urban Indian Health Organizations | Rural Health Clinic",Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37041,Chowan,NC,GHLTH,Fair or poor health,2022,11202,20.7,18.5,23.2,17.0,3.7,33,yes,1,1,21,1379260835,LI - Chowan County,HPSA Population,Rural,no,yes,Higher health estimate + higher HPSA score,yes,14,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37043,Clay,NC,GHLTH,Fair or poor health,2022,9847,18.3,16.1,20.5,17.0,1.3,55,yes,2,2,16,1373946110,MURPHY GROUP PRACTICE HAYESVILLE,HPSA Population | Rural Health Clinic,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37045,Cleveland,NC,GHLTH,Fair or poor health,2022,78292,20.9,18.7,23.3,17.0,3.9,29,yes,1,1,11,1375699181,LI-Cleveland County,HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37047,Columbus,NC,GHLTH,Fair or poor health,2022,39531,24.1,21.6,26.8,17.0,7.1,11,yes,4,4,19,1375043960,CHADBOURN FAMILY PRACTICE P A,Correctional Facility | HPSA Population | Rural Health Clinic,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37049,Craven,NC,GHLTH,Fair or poor health,2022,79170,19.1,17.0,21.4,17.0,2.1,47,yes,3,3,14,13799937GZ,CRAVEN COUNTY GOVERNMENT,Correctional Facility | Federally Qualified Health Center | HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37051,Cumberland,NC,GHLTH,Fair or poor health,2022,252559,18.7,16.5,20.9,17.0,1.7,52,yes,82,5,19,1372643481 | 1379993797,LI-Cumberland Greater Fort Liberty | STEDMAN WADE HEALTH SERVICES INC,Federally Qualified Health Center | HPSA Population,Non-Rural | Partially Rural | Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37053,Currituck,NC,GHLTH,Fair or poor health,2022,24131,14.4,12.7,16.2,17.0,-2.6,90,no,0,0,,,,,,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37055,Dare,NC,GHLTH,Fair or poor health,2022,31156,12.3,10.7,14.0,17.0,-4.7,99,no,0,0,,,,,,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37057,Davidson,NC,GHLTH,Fair or poor health,2022,135652,17.9,15.9,20.3,17.0,0.9,63,yes,1,1,16,1379237589,LI - Davidson County,HPSA Population,Partially Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37059,Davie,NC,GHLTH,Fair or poor health,2022,35045,17.4,15.4,19.5,17.0,0.4,70,yes,3,1,16,1379373865,LI - Davie Central,HPSA Population,Partially Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37061,Duplin,NC,GHLTH,Fair or poor health,2022,37227,22.6,20.1,25.2,17.0,5.6,19,yes,2,2,18,1372164529 | 1379993793,"GOSHEN MEDICAL CENTER, INC | LI - Duplin County",Federally Qualified Health Center | HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37063,Durham,NC,GHLTH,Fair or poor health,2022,268509,14.2,12.5,15.9,17.0,-2.8,91,no,3,3,16,1371631575,B & D INTEGRATED HEALTH SERVICES,Correctional Facility | Federally Qualified Health Center | Federally Qualified Health Center Look A Like,Non-Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37065,Edgecombe,NC,GHLTH,Fair or poor health,2022,37386,23.0,20.7,25.5,17.0,6.0,18,yes,3,3,22,1373494383 | 13799937GU,LI - Edgecombe County | OPPORTUNITIES INDUSTRIALIZATION CENTER INC,Federally Qualified Health Center | HPSA Population | Rural Health Clinic,Non-Rural | Partially Rural,no,yes,Higher health estimate + higher HPSA score,yes,11,yes,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37067,Forsyth,NC,GHLTH,Fair or poor health,2022,302280,16.5,14.5,18.4,17.0,-0.5,79,no,36,2,21,13799937GV,UNITED HEALTH CENTERS,Federally Qualified Health Center | HPSA Population,Non-Rural,no,yes,Higher HPSA score only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37069,Franklin,NC,GHLTH,Fair or poor health,2022,58589,17.9,15.9,20.1,17.0,0.9,64,yes,1,1,16,1372000312,LI - Franklin County,HPSA Population,Non-Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37071,Gaston,NC,GHLTH,Fair or poor health,2022,182451,18.1,15.9,20.3,17.0,1.1,60,yes,2,2,20,1379993792,"Gaston Family Health Services, Inc.",Federally Qualified Health Center | HPSA Population,Non-Rural | Partially Rural,no,yes,Higher health estimate + higher HPSA score,yes,17,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37073,Gates,NC,GHLTH,Fair or poor health,2022,8389,18.9,16.7,21.2,17.0,1.9,51,yes,1,1,22,13799937GX,"Gateway Community Health Centers, Inc.",Federally Qualified Health Center,Rural,no,yes,Higher health estimate + higher HPSA score,yes,16,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37075,Graham,NC,GHLTH,Fair or poor health,2022,6411,19.0,16.8,21.2,17.0,2.0,49,yes,3,3,14,1372761786 | 1377598499,LI - Graham County | The Snowbird Health Clinic,"HPSA Population | Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37077,Granville,NC,GHLTH,Fair or poor health,2022,49520,19.1,16.9,21.3,17.0,2.1,48,yes,3,3,18,1376796548,LI - Granville County,Correctional Facility | HPSA Population | Rural Health Clinic,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37079,Greene,NC,GHLTH,Fair or poor health,2022,16362,24.7,22.1,27.5,17.0,7.7,8,yes,4,4,21,1379993777,"GREENE COUNTY HEALTH CARE, INCORPORATED",Correctional Facility | Federally Qualified Health Center | HPSA Population,Rural,no,yes,Higher health estimate + higher HPSA score,yes,6,yes,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37081,Guilford,NC,GHLTH,Fair or poor health,2022,427983,17.7,15.8,19.8,17.0,0.7,66,yes,95,3,23,13799937GK,"TRIAD ADULT &amp; PEDIATRIC MEDICINE, INC.",Federally Qualified Health Center | HPSA Population,Non-Rural,no,yes,Higher health estimate + higher HPSA score,yes,19,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37083,Halifax,NC,GHLTH,Fair or poor health,2022,37624,25.2,22.8,28.2,17.0,8.2,5,yes,3,3,22,13799937A6,"RURAL HEALTH GROUP, INC",Correctional Facility | Federally Qualified Health Center | HPSA Population,Rural,no,yes,Higher health estimate + higher HPSA score,yes,4,yes,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37085,Harnett,NC,GHLTH,Fair or poor health,2022,103786,19.5,17.3,21.8,17.0,2.5,44,yes,2,2,14,1376685777,LI - Harnett County,Correctional Facility | HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37087,Haywood,NC,GHLTH,Fair or poor health,2022,51693,15.7,13.9,17.6,17.0,-1.3,84,no,2,2,13,1373736709,LI - Haywood County,HPSA Population | Rural Health Clinic,Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37089,Henderson,NC,GHLTH,Fair or poor health,2022,96745,15.9,14.1,17.9,17.0,-1.1,83,no,22,2,18,1379993778,"Blue Ridge Community Health Services, Inc.",Federally Qualified Health Center | HPSA Population,Non-Rural | Partially Rural | Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37091,Hertford,NC,GHLTH,Fair or poor health,2022,17171,25.2,22.5,28.0,17.0,8.2,6,yes,2,2,23,13799937F3,"ROANOKE CHOWAN COMMUNITY HEALTH CENTERS, INC.",Federally Qualified Health Center | HPSA Population,Rural,no,yes,Higher health estimate + higher HPSA score,yes,3,yes,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37093,Hoke,NC,GHLTH,Fair or poor health,2022,39354,20.8,18.6,23.2,17.0,3.8,31,yes,2,2,17,1379283120,HOKE FAMILY MEDICAL CENTER,HPSA Population | Rural Health Clinic,Non-Rural | Partially Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37095,Hyde,NC,GHLTH,Fair or poor health,2022,3862,25.4,22.7,28.3,17.0,8.4,3,yes,2,2,16,1373295830,Hyde County,Federally Qualified Health Center | Geographic HPSA,Rural,yes,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37097,Iredell,NC,GHLTH,Fair or poor health,2022,152777,16.0,14.1,18.1,17.0,-1.0,82,no,26,2,16,1377711596,LI-Iredell Mooresville,HPSA Population,Non-Rural | Partially Rural | Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37099,Jackson,NC,GHLTH,Fair or poor health,2022,36071,17.0,15.0,19.2,17.0,0.0,74,no,3,3,18,1372254861 | 1373762940,CIHA Dental Surgery | MISSION COMMUNITY PRIMARY CARE-CASHIERS,"HPSA Population | Indian Health Service, Tribal Health, and Urban Indian Health Organizations | Rural Health Clinic",Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37101,Johnston,NC,GHLTH,Fair or poor health,2022,177552,18.0,16.0,20.2,17.0,1.0,61,yes,14,3,20,1379993785,"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC",Federally Qualified Health Center | HPSA Population | Rural Health Clinic,Non-Rural | Partially Rural | Rural,no,yes,Higher health estimate + higher HPSA score,yes,18,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37103,Jones,NC,GHLTH,Fair or poor health,2022,7545,21.8,19.4,24.2,17.0,4.8,22,yes,1,1,18,1379164179,LI - Jones County,HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37105,Lee,NC,GHLTH,Fair or poor health,2022,50217,20.5,18.3,23.0,17.0,3.5,37,yes,1,1,14,1372598507,LI-Lee County,HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37107,Lenoir,NC,GHLTH,Fair or poor health,2022,42248,23.3,20.7,25.9,17.0,6.3,14,yes,2,2,21,1379993799,"KINSTON COMMUNITY HEALTH CENTER, INC",Federally Qualified Health Center | HPSA Population,Rural,no,yes,Higher health estimate + higher HPSA score,yes,10,yes,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37109,Lincoln,NC,GHLTH,Fair or poor health,2022,74084,17.2,15.2,19.3,17.0,0.2,73,yes,3,1,14,1376274278,LI - Lincoln West,HPSA Population,Partially Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37111,McDowell,NC,GHLTH,Fair or poor health,2022,36114,23.2,20.8,25.8,17.0,6.2,16,yes,6,6,17,1374676862,LI - McDowell County,Correctional Facility | HPSA Population | Rural Health Clinic,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37113,Macon,NC,GHLTH,Fair or poor health,2022,31219,17.4,15.4,19.7,17.0,0.4,71,yes,2,2,19,1379982585,MI - Macon County,HPSA Population | Rural Health Clinic,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37115,Madison,NC,GHLTH,Fair or poor health,2022,18131,18.5,16.3,20.7,17.0,1.5,53,yes,2,2,17,13799937A7,HOT SPRINGS HEALTH PROGRAM INC,Federally Qualified Health Center Look A Like | HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37117,Martin,NC,GHLTH,Fair or poor health,2022,17181,23.3,20.9,25.8,17.0,6.3,15,yes,1,1,16,1371172516,LI - Martin County,HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37119,Mecklenburg,NC,GHLTH,Fair or poor health,2022,888818,15.5,13.5,17.6,17.0,-1.5,86,no,165,7,22,137999370P | 1379993798,"CHARLOTTE COMMUNITY HEALTH CLINIC, INC. | THE C.W. WILLIAMS COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center | Federally Qualified Health Center Look A Like | HPSA Population,Non-Rural | Partially Rural,no,yes,Higher HPSA score only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37121,Mitchell,NC,GHLTH,Fair or poor health,2022,12320,16.7,14.7,18.6,17.0,-0.3,78,no,3,3,17,13799937GT,"MOUNTAIN COMMUNITY HEALTH PARTNERSHIP, INCORPORATED",Federally Qualified Health Center | HPSA Population | Rural Health Clinic,Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37123,Montgomery,NC,GHLTH,Fair or poor health,2022,20532,19.6,17.4,21.9,17.0,2.6,43,yes,1,1,17,1378228738,LI - Montgomery County,HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37125,Moore,NC,GHLTH,Fair or poor health,2022,82726,14.2,12.4,15.9,17.0,-2.8,92,no,5,1,16,1375840796,LI - Moore Northern,HPSA Population,Partially Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37127,Nash,NC,GHLTH,Fair or poor health,2022,74919,20.9,18.6,23.5,17.0,3.9,30,yes,2,2,17,1372624401,LI - Nash County,Correctional Facility | HPSA Population,Non-Rural | Partially Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37129,New Hanover,NC,GHLTH,Fair or poor health,2022,194120,13.5,12.0,15.2,17.0,-3.5,95,no,3,3,17,1376958795 | 1379993791,"LI - New Hanover Cape Fear | NEW HANOVER COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Center | HPSA Population,Non-Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37131,Northampton,NC,GHLTH,Fair or poor health,2022,13851,22.5,20.2,24.8,17.0,5.5,20,yes,1,1,16,1372535791,Northampton County,Geographic HPSA,Rural,yes,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37133,Onslow,NC,GHLTH,Fair or poor health,2022,156300,16.9,15.0,19.0,17.0,-0.1,76,no,1,1,12,1377760284,Onslow County,Geographic HPSA,Partially Rural,yes,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37135,Orange,NC,GHLTH,Fair or poor health,2022,122960,12.1,10.7,13.6,17.0,-4.9,100,no,1,1,18,1371586541,PIEDMONT HEALTH SERVICES INC,Federally Qualified Health Center,Non-Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37137,Pamlico,NC,GHLTH,Fair or poor health,2022,10671,18.2,16.1,20.4,17.0,1.2,57,yes,2,2,17,1379619109,LI-Pamlico County,Correctional Facility | HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37139,Pasquotank,NC,GHLTH,Fair or poor health,2022,32327,18.2,16.1,20.5,17.0,1.2,58,yes,2,2,15,1379191735,LI-Pasquotank County,Correctional Facility | HPSA Population,Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37141,Pender,NC,GHLTH,Fair or poor health,2022,51154,17.7,15.7,19.9,17.0,0.7,67,yes,3,3,18,13799937HD,BLACK RIVER HEALTH SERVICES INC,Correctional Facility | Federally Qualified Health Center Look A Like | HPSA Population,Non-Rural | Partially Rural | Rural,no,no,Higher health estimate only,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
37143,Perquimans,NC,GHLTH,Fair or poor health,2022,10767,17.0,15.0,19.1,17.0,0.0,75,no,1,1,17,1373080163,LI - Perquimans County,HPSA Population,Rural,no,no,Neither screen condition,no,,no,PLACES measure year 2022; HPSA source snapshot 2026-08-29,"HPSA score is the highest active component score touching the county, not a county workforce rate"
