source_id,cycle,component,field_order,field_name,pandas_dtype,rows,nonmissing,missing,distinct_nonmissing,source_role
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,31,DMDFMSIZ,float64,10175,10175,0,7,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,32,DMDHHSZA,float64,10175,10175,0,4,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,33,DMDHHSZB,float64,10175,10175,0,5,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,34,DMDHHSZE,float64,10175,10175,0,4,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,35,DMDHRGND,float64,10175,10175,0,2,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,36,DMDHRAGE,float64,10175,10175,0,63,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,37,DMDHRBR4,float64,10175,9878,297,3,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,38,DMDHREDU,float64,10175,9881,294,7,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,39,DMDHRMAR,float64,10175,10052,123,8,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,40,DMDHSEDU,float64,10175,5342,4833,7,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,41,WTINT2YR,float64,10175,10175,0,7076,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,42,WTMEC2YR,float64,10175,10175,0,8170,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,43,SDMVPSU,float64,10175,10175,0,2,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,44,SDMVSTRA,float64,10175,10175,0,15,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,45,INDHHIN2,float64,10175,10042,133,16,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,46,INDFMIN2,float64,10175,10052,123,16,demographics and survey design
NHANES-2013-2014-DEMO-H,2013-2014,DEMO,47,INDFMPIR,float64,10175,9390,785,440,demographics and survey design
NHANES-2013-2014-BMX-H,2013-2014,BMX,1,SEQN,float64,9813,9813,0,9813,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,2,BMDSTATS,float64,9813,9813,0,4,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,3,BMXWT,float64,9813,9723,90,1385,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,4,BMIWT,float64,9813,384,9429,3,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,5,BMXRECUM,float64,9813,1065,8748,465,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,6,BMIRECUM,float64,9813,31,9782,1,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,7,BMXHEAD,float64,9813,229,9584,86,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,8,BMIHEAD,float64,9813,0,9813,0,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,9,BMXHT,float64,9813,9067,746,1089,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,10,BMIHT,float64,9813,221,9592,2,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,11,BMXBMI,float64,9813,9055,758,440,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,12,BMDBMIC,float64,9813,3523,6290,4,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,13,BMXLEG,float64,9813,7402,2411,244,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,14,BMILEG,float64,9813,350,9463,1,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,15,BMXARML,float64,9813,9301,512,356,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,16,BMIARML,float64,9813,368,9445,1,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,17,BMXARMC,float64,9813,9301,512,408,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,18,BMIARMC,float64,9813,372,9441,1,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,19,BMXWAIST,float64,9813,8661,1152,1038,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,20,BMIWAIST,float64,9813,439,9374,1,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,21,BMXSAD1,float64,9813,7218,2595,269,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,22,BMXSAD2,float64,9813,7218,2595,271,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,23,BMXSAD3,float64,9813,358,9455,162,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,24,BMXSAD4,float64,9813,358,9455,171,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,25,BMDAVSAD,float64,9813,7218,2595,271,body measures
NHANES-2013-2014-BMX-H,2013-2014,BMX,26,BMDSADCM,float64,9813,484,9329,5,body measures
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,1,SEQN,float64,9770,9770,0,9770,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,2,DIQ010,float64,9770,9769,1,5,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,3,DID040,float64,9770,737,9033,78,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,4,DIQ160,float64,9770,6287,3483,3,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,5,DIQ170,float64,9770,6469,3301,3,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,6,DIQ172,float64,9770,6469,3301,3,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,7,DIQ175A,float64,9770,1338,8432,2,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,8,DIQ175B,float64,9770,546,9224,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,9,DIQ175C,float64,9770,112,9658,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,10,DIQ175D,float64,9770,370,9400,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,11,DIQ175E,float64,9770,92,9678,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,12,DIQ175F,float64,9770,21,9749,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,13,DIQ175G,float64,9770,151,9619,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,14,DIQ175H,float64,9770,151,9619,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,15,DIQ175I,float64,9770,70,9700,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,16,DIQ175J,float64,9770,107,9663,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,17,DIQ175K,float64,9770,39,9731,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,18,DIQ175L,float64,9770,40,9730,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,19,DIQ175M,float64,9770,91,9679,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,20,DIQ175N,float64,9770,51,9719,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,21,DIQ175O,float64,9770,85,9685,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,22,DIQ175P,float64,9770,69,9701,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,23,DIQ175Q,float64,9770,102,9668,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,24,DIQ175R,float64,9770,20,9750,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,25,DIQ175S,float64,9770,30,9740,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,26,DIQ175T,float64,9770,56,9714,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,27,DIQ175U,float64,9770,73,9697,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,28,DIQ175V,float64,9770,12,9758,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,29,DIQ175W,float64,9770,3,9767,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,30,DIQ175X,float64,9770,6,9764,1,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,31,DIQ180,float64,9770,6469,3301,3,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,32,DIQ050,float64,9770,9768,2,4,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,33,DID060,float64,9770,220,9550,35,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,34,DIQ060U,float64,9770,217,9553,2,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,35,DIQ070,float64,9770,1200,8570,3,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,36,DIQ230,float64,9770,737,9033,6,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,37,DIQ240,float64,9770,737,9033,2,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,38,DID250,float64,9770,565,9205,19,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,39,DID260,float64,9770,735,9035,13,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,40,DIQ260U,float64,9770,591,9179,4,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,41,DIQ275,float64,9770,737,9033,4,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,42,DIQ280,float64,9770,520,9250,57,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,43,DIQ291,float64,9770,520,9250,7,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,44,DIQ300S,float64,9770,732,9038,75,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,45,DIQ300D,float64,9770,732,9038,57,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,46,DID310S,float64,9770,732,9038,28,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,47,DID310D,float64,9770,732,9038,23,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,48,DID320,float64,9770,732,9038,75,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,49,DID330,float64,9770,626,9144,29,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,50,DID341,float64,9770,730,9040,21,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,51,DID350,float64,9770,730,9040,13,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,52,DIQ350U,float64,9770,597,9173,4,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,53,DIQ360,float64,9770,732,9038,6,diabetes questionnaire
NHANES-2013-2014-DIQ-H,2013-2014,DIQ,54,DIQ080,float64,9770,732,9038,3,diabetes questionnaire
NHANES-2013-2014-GHB-H,2013-2014,GHB,1,SEQN,float64,6979,6979,0,6979,glycohemoglobin laboratory
NHANES-2013-2014-GHB-H,2013-2014,GHB,2,LBXGH,float64,6979,6643,336,100,glycohemoglobin laboratory
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,1,SEQN,float64,9971,9971,0,9971,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,2,SDDSRVYR,float64,9971,9971,0,1,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,3,RIDSTATR,float64,9971,9971,0,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,4,RIAGENDR,float64,9971,9971,0,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,5,RIDAGEYR,float64,9971,9971,0,81,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,6,RIDAGEMN,float64,9971,695,9276,25,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,7,RIDRETH1,float64,9971,9971,0,5,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,8,RIDRETH3,float64,9971,9971,0,6,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,9,RIDEXMON,float64,9971,9544,427,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,10,RIDEXAGM,float64,9971,4060,5911,240,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,11,DMQMILIZ,float64,9971,6149,3822,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,12,DMQADFC,float64,9971,527,9444,3,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,13,DMDBORN4,float64,9971,9971,0,3,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,14,DMDCITZN,float64,9971,9969,2,4,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,15,DMDYRSUS,float64,9971,2236,7735,11,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,16,DMDEDUC3,float64,9971,2647,7324,19,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,17,DMDEDUC2,float64,9971,5719,4252,6,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,18,DMDMARTL,float64,9971,5719,4252,8,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,19,RIDEXPRG,float64,9971,1288,8683,3,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,20,SIALANG,float64,9971,9971,0,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,21,SIAPROXY,float64,9971,9970,1,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,22,SIAINTRP,float64,9971,9971,0,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,23,FIALANG,float64,9971,9642,329,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,24,FIAPROXY,float64,9971,9642,329,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,25,FIAINTRP,float64,9971,9642,329,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,26,MIALANG,float64,9971,6977,2994,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,27,MIAPROXY,float64,9971,6978,2993,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,28,MIAINTRP,float64,9971,6978,2993,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,29,AIALANGA,float64,9971,5962,4009,3,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,30,DMDHHSIZ,float64,9971,9971,0,7,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,31,DMDFMSIZ,float64,9971,9971,0,7,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,32,DMDHHSZA,float64,9971,9971,0,4,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,33,DMDHHSZB,float64,9971,9971,0,5,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,34,DMDHHSZE,float64,9971,9971,0,4,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,35,DMDHRGND,float64,9971,9971,0,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,36,DMDHRAGE,float64,9971,9971,0,63,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,37,DMDHRBR4,float64,9971,9575,396,4,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,38,DMDHREDU,float64,9971,9575,396,6,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,39,DMDHRMAR,float64,9971,9909,62,8,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,40,DMDHSEDU,float64,9971,5226,4745,7,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,41,WTINT2YR,float64,9971,9971,0,7213,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,42,WTMEC2YR,float64,9971,9971,0,7809,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,43,SDMVPSU,float64,9971,9971,0,2,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,44,SDMVSTRA,float64,9971,9971,0,15,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,45,INDHHIN2,float64,9971,9626,345,16,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,46,INDFMIN2,float64,9971,9642,329,16,demographics and survey design
NHANES-2015-2016-DEMO-I,2015-2016,DEMO,47,INDFMPIR,float64,9971,8919,1052,459,demographics and survey design
NHANES-2015-2016-BMX-I,2015-2016,BMX,1,SEQN,float64,9544,9544,0,9544,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,2,BMDSTATS,float64,9544,9544,0,4,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,3,BMXWT,float64,9544,9445,99,1382,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,4,BMIWT,float64,9544,443,9101,3,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,5,BMXRECUM,float64,9544,1073,8471,467,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,6,BMIRECUM,float64,9544,33,9511,1,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,7,BMXHEAD,float64,9544,215,9329,86,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,8,BMIHEAD,float64,9544,0,9544,0,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,9,BMXHT,float64,9544,8769,775,1052,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,10,BMIHT,float64,9544,105,9439,2,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,11,BMXBMI,float64,9544,8756,788,429,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,12,BMDBMIC,float64,9544,3340,6204,4,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,13,BMXLEG,float64,9544,7110,2434,240,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,14,BMILEG,float64,9544,402,9142,1,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,15,BMXARML,float64,9544,8976,568,345,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,16,BMIARML,float64,9544,420,9124,1,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,17,BMXARMC,float64,9544,8976,568,387,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,18,BMIARMC,float64,9544,421,9123,1,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,19,BMXWAIST,float64,9544,8313,1231,1029,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,20,BMIWAIST,float64,9544,489,9055,1,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,21,BMXSAD1,float64,9544,6983,2561,275,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,22,BMXSAD2,float64,9544,6983,2561,272,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,23,BMXSAD3,float64,9544,353,9191,163,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,24,BMXSAD4,float64,9544,353,9191,159,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,25,BMDAVSAD,float64,9544,6983,2561,276,body measures
NHANES-2015-2016-BMX-I,2015-2016,BMX,26,BMDSADCM,float64,9544,446,9098,5,body measures
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,1,SEQN,float64,9575,9575,0,9575,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,2,DIQ010,float64,9575,9575,0,4,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,3,DID040,float64,9575,853,8722,77,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,4,DIQ160,float64,9575,6045,3530,3,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,5,DIQ170,float64,9575,6186,3389,3,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,6,DIQ172,float64,9575,6186,3389,4,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,7,DIQ175A,float64,9575,1186,8389,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,8,DIQ175B,float64,9575,601,8974,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,9,DIQ175C,float64,9575,160,9415,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,10,DIQ175D,float64,9575,459,9116,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,11,DIQ175E,float64,9575,155,9420,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,12,DIQ175F,float64,9575,53,9522,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,13,DIQ175G,float64,9575,280,9295,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,14,DIQ175H,float64,9575,258,9317,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,15,DIQ175I,float64,9575,77,9498,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,16,DIQ175J,float64,9575,150,9425,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,17,DIQ175K,float64,9575,31,9544,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,18,DIQ175L,float64,9575,59,9516,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,19,DIQ175M,float64,9575,138,9437,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,20,DIQ175N,float64,9575,109,9466,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,21,DIQ175O,float64,9575,134,9441,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,22,DIQ175P,float64,9575,117,9458,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,23,DIQ175Q,float64,9575,136,9439,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,24,DIQ175R,float64,9575,23,9552,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,25,DIQ175S,float64,9575,31,9544,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,26,DIQ175T,float64,9575,105,9470,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,27,DIQ175U,float64,9575,79,9496,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,28,DIQ175V,float64,9575,11,9564,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,29,DIQ175W,float64,9575,4,9571,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,30,DIQ175X,float64,9575,1,9574,1,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,31,DIQ180,float64,9575,6186,3389,4,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,32,DIQ050,float64,9575,9575,0,4,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,33,DID060,float64,9575,256,9319,36,diabetes questionnaire
