relative_path,bytes,sha256,source_module,source_version,role
candidate/module-01/data/reading-inventory.csv,2394,081f5d85da1657d838e51df31cb746d32f4ac6f716a3e24e4c28e33235148292,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/data/source-inventory.csv,3288,1392a8a84047cf9725daf4053dbc0ac6efdbbe1b93eb6e9ed1e0c8074b6e89dd,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/data/svi2022-ma-tract.csv,1188187,fac1aabd51880624ce728f4a63f01ba6b50959c203c6975400c02daf21329de0,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/decision-contract.json,2995,00acd89120cfaad492e45d31cadfd18e3b058084cf1e4d814ba00e942f50260a,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/equity-language-contract.csv,2787,4efc3232190817e21a5386c3321147efe5c8060b01d5d1e1b0240dd9ee2dbc84,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/geography-time-contract.csv,1855,84d2322d68d023ffa2519c029821042cf6ac05144a5d6adbd821028a1206af02,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/population-decision-charter.md,3369,a8335e39dfec0f669e95cd85ba9d13e984c137f7fed74b9f46b84ab5154a11d1,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/population-denominator-contract.csv,3850,54878599766cf224162cd5d59e7dabdd4df00b0ec635690fcebb1729503b682c,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/profile_sources.py,22724,c9d7bb1f010da25ec2cd1930fcb83e277d1df96595e372a2f6120fb0b31c0084,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/progression-decision.md,1426,7356747c293848bc60cae730eff735b031d7a025e8a13f417eb9df43f3e055b5,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/public-data-role-map.csv,2709,c9f3bb1b053d29632413d620b83dfd7dbf686cea85a116dd78d36068c4a248b7,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/release-manifest.csv,1907,65ea81f391ed426f63e84593588d57542e827f89f2493aa0b3a2f8b1d9a2b0e9,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/requirements.txt,38,337f4c3188782bfc377c38fe22d2d2dd2b5e214c168abab01261bb01a644fb9d,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/source-feasibility-interpretation.md,2293,c8670175224cf590473e3be12c60db2d7dcf0139d11553a6b73c5212a9233dd2,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/source-record.yml,4623,abe66237bbe3a3fffe5522d2d8e6f6f54ff660f1aba9d91690636a578aae5b5f,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-01/validate_workspace.py,17602,2f132229a0f24265e815c8e5526937129cdee57843ce1cb8b77bae2086da686e,oclc-app5-01,0.1.0,accepted reference workspace artifact
candidate/module-02/.gitattributes,119,df2dd98d1c8604702f558f2ccfd90acf14653ef715e94fac33cb5e26d9bc249f,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/VERSION,6,e9dd8507f4bf0c6f42458e41aea833ad0bd3f6127272335eee9bf4d58541ed67,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/age-band-and-moe-method.md,1625,b50c940e3d5c41271c4e7d9d15e398a7170f7153a57927a7aa95498de30c083a,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/ai-use.md,891,8708a851541b2f96f42d704326b0408c4f9e6e2e373e49e46f8a4854b28f6250,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/assessment.md,1584,f39fc8f38edb2f8791b82c3956c0a48e4c3205c647bc657ea7d8fa983618973b,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/build_measures.py,19157,cbabfab6b0b144284cc0ac090dae7660b4b3d390dff007297f663525a9e10a27,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/build_workspace.py,6555,0a4d1bde6828db545f4a69640eb3db23183feb901846c3e33336dff07b8824d6,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/data-spec.md,4226,1361696dd62a0c78357c76bf41a3252a99effbcafd7fef701622085686812c84,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/data/age-band-crosswalk.csv,2456,16cf59b15747375088bdd7f77e380a0b17b5d6f8f4dbb5ee1fe3e2d234646e20,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/data/data-dictionary.csv,5053,66a42e357d190f85e69b3774d7b50cecb6131573398ea6615bed15f33cd93e59,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/data/raw/synthetic-events.csv.gz,113029,56f04f4e660e40292351cc0ed630b8cbb2f2c0d9cf9c39fbc8420b2113d813cb,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/data/synthetic-source-manifest.csv,778,9915aeb15f62d88a52cfa6304d211a4fd092d33c11e73cd5d63a14d64946823d,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/freeze_upstream.py,7896,f193aa736091a0084b3666d3f075e34e3ba947d91e5af3dfac6a33fff824c8e8,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/gate-results.csv,2014,e8b0a6ebb1cd767d32f81fbda2554d987e37b309e4b44496c3494ae1c9dde0e7,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/generate_synthetic_events.py,18766,e0cf3b7dfb6c25b6340112edd822c1edff2a3a90dd9208508e375e4b822d2680,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/linkage-and-denominator-audit.md,1107,08f9783e963f33a0a2814c2b4b7eebc283cdea3b8c98e862b58f5f679a42c882,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/measure-contract.json,1911,fcb1a909223529ceddca08004c6309ede31fe996039a63ed6ee15e85eb96436d,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/measure-score.csv,896,f9b92789849db2de2bbf222fd2294314eac286c7d36e79a2bc38037b26e5543c,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/age-band-denominators.csv.gz,91462,6e0c632132b65e9322f098ccba3c2ce70ca8151f4ee8f536862f635ac23eef1f,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/age-specific-rates.csv.gz,295795,54523baa1c7ba1a73a8dc5136172f6c8f7b363fd1d91f65bbebd85e1feb70791,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/build-report.json,5977,48bf77e983c5959791e00f9f6e4621212b8c48a005c4221c822f77659e0a2cf9,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/indirect-standardization.csv,463281,61d66043d24047d50cc8daad4820ed709666a612c4fdc5d7f888ebe93773b5f8,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/public-modeled-prevalence.csv,334805,5aa7d1068579d303cb8af542ddfd32dae2c9b63521803861141bf86743fccb06,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/query-checks.csv,1325,b93f8a834a6040ecc298f61f3e42f5f882bff0614ce25c3edb70a8a63d71a999,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/source-reconciliation.csv,818,32691af25e93ea8a73eb8ea5d4e688963e5c96adf859cd54e6f11e3767c8f94a,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/standard-population.csv,1272,0aaafd3a8f09967d689aec90761fb1939302913a6c207b9f29226d7073b31b4e,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/synthetic-event-linkage.csv.gz,160236,f507b3f78bf53e856880cbc205e0773b223f7f76a903762696c6d346fb72fdc5,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/tract-linkage-audit.csv,92437,680dadba21764a1a1d3c668f8ffb0243d15dc8f8526e9bc174a50340091dac3a,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/outputs/tract-rate-summary.csv,373742,1d557e5de780aa5bb4d5f7928086f012ddfa9a652dcd386e6b42702475b25d47,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/population-measure-specifications.csv,3546,5fe822362dbed2e6b9d24bfa421f44980b9c9a8539ee21491c2cae5ddc2e3576,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/progression-decision.md,1811,473fe3f5075a06b55f242243f67f826d91b869c4a652b4ba13da656824b838f7,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/public-synthetic-separation.md,1279,e463b8a8534db63771783a844004c6c05797638bb1fe980e16e2bb598c050875,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/release-manifest.csv,7588,330b4e9ba5071ad4529d46f4af5b15555e8db84ef1718de2a8de42d0aa76a4b0,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/release.json,2007,416081e4f8ed5ed5f4b1f6098183efe4ab1f14e4bda93de148a20b74829825a6,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/reproducibility-check.md,792,ba5cf4917d16e94bd9c474166626cda58382b4e9c2bc0ae8aa114fffb5baee8a,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/requirements.txt,38,337f4c3188782bfc377c38fe22d2d2dd2b5e214c168abab01261bb01a644fb9d,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/source-record.yml,4047,bdb5df473c839561b1a8d1248674b2ea84190b7ed072e06ca5bbcc259f995ac5,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/sql/01-link-sources-and-build-denominators.sql,2450,86c2767587aa4fd85ea08cce69f0f77bfcdc9b349d8ca4e7fcab396ed2f1b861,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/sql/02-link-events-and-separate-public-measure.sql,1836,8d7f2b3354ef4b7923ab706fe58bc8c15619ae3d2713e68c3e396fd4a0c278ac,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/sql/03-calculate-rates-and-direct-standardization.sql,5486,7ad773d6ac94618c3d41863f79793fd81b4f12609a7904c3650b405de997700c,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/sql/04-indirect-standardization-and-validation.sql,8090,3a96f9fea5892a40a5f1bc1ff62fef4da07689afebb9005db17170bbbec7e7d7,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/standardization-interpretation.md,1579,4bdd526e111cb802e2290e62c050e4e9a763e470671d221533ea57fc19f8c814,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-handoff-manifest.csv,4262,beda2254d019c0969c952773b31fb23db30e2be99798aa8af66d5cb1fbd87a2e,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/.gitattributes,107,db2b48943c72f7b44d8e135dca50e1c3fbacc6e9a6f34c7a2f2dc7e04eb682d3,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/VERSION,6,e9dd8507f4bf0c6f42458e41aea833ad0bd3f6127272335eee9bf4d58541ed67,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/ai-use.md,1067,cad8b3f3d0e792b66d4e6f6c4458c8f6cc69e4efff944c4fa41dabd62574009c,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/assessment.md,2986,064d25a6e0aa3def4ccdd7dc84b7125d17fa79a273e5e07e84c0ae79191e6638,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/claim-boundary.csv,2908,f8b83391c1551bbb767cfee23401fe7a56917133d997321236a669a26ce15579,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/community-accountability-map.csv,2955,7ce7223bbf3ba76ac5ebcf8adb0810ac855871f90b27f4a2bed9cee8e87daa46,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data-spec.md,4883,5029c8e325f59ab0c3b6f620f22ccecf7f16c7c9415ec40477e1e6f2fd1e6c46,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data/acs-b01001-ma-tract-2024.csv,576420,bca33aebaa0a9e418d6a5343818aebc1e8b1dc2d355156419e5693d1907fa419,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data/field-inventory.csv,39768,d65fb0bbde925e17e2b94ee362e43c1320d4f10467241f77cd260f50329854f7,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data/join-feasibility.csv,524,2fc7811fc1f6350fb65581a5d946d073039b05a72006a9dd30ad829005cde1e6,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data/places-diabetes-ma-tract-2025.csv,356204,3d55a099be438999fd52b1e34f13589dcf3e260162c56967fa01fb0a80135846,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data/reading-inventory.csv,2394,081f5d85da1657d838e51df31cb746d32f4ac6f716a3e24e4c28e33235148292,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data/source-inventory.csv,3288,1392a8a84047cf9725daf4053dbc0ac6efdbbe1b93eb6e9ed1e0c8074b6e89dd,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/data/svi2022-ma-tract.csv,1188187,fac1aabd51880624ce728f4a63f01ba6b50959c203c6975400c02daf21329de0,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/decision-contract.json,2995,00acd89120cfaad492e45d31cadfd18e3b058084cf1e4d814ba00e942f50260a,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/equity-language-contract.csv,2787,4efc3232190817e21a5386c3321147efe5c8060b01d5d1e1b0240dd9ee2dbc84,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/geography-time-contract.csv,1855,84d2322d68d023ffa2519c029821042cf6ac05144a5d6adbd821028a1206af02,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/population-decision-charter.md,3369,a8335e39dfec0f669e95cd85ba9d13e984c137f7fed74b9f46b84ab5154a11d1,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/population-denominator-contract.csv,3850,54878599766cf224162cd5d59e7dabdd4df00b0ec635690fcebb1729503b682c,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/profile_sources.py,22724,c9d7bb1f010da25ec2cd1930fcb83e277d1df96595e372a2f6120fb0b31c0084,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/progression-decision.md,1426,7356747c293848bc60cae730eff735b031d7a025e8a13f417eb9df43f3e055b5,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/public-data-role-map.csv,2709,c9f3bb1b053d29632413d620b83dfd7dbf686cea85a116dd78d36068c4a248b7,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/release-manifest.csv,1907,65ea81f391ed426f63e84593588d57542e827f89f2493aa0b3a2f8b1d9a2b0e9,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/requirements.txt,38,337f4c3188782bfc377c38fe22d2d2dd2b5e214c168abab01261bb01a644fb9d,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/source-feasibility-interpretation.md,2293,c8670175224cf590473e3be12c60db2d7dcf0139d11553a6b73c5212a9233dd2,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/source-record.yml,4623,abe66237bbe3a3fffe5522d2d8e6f6f54ff660f1aba9d91690636a578aae5b5f,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-reference/validate_workspace.py,17602,2f132229a0f24265e815c8e5526937129cdee57843ce1cb8b77bae2086da686e,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/upstream/module01-release.json,1474,ed34f8c89e8c100738ceb1402d83473b4913fef4d133e0e3ef2f9c39bef8f079,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-02/validate_workspace.py,15861,4aa146962579d160625538c6ecd2e0a49ca3d8b756e4473d31b8ca0511e6ffda,oclc-app5-02,0.1.0,accepted reference workspace artifact
candidate/module-03/.gitattributes,119,df2dd98d1c8604702f558f2ccfd90acf14653ef715e94fac33cb5e26d9bc249f,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/VERSION,6,e9dd8507f4bf0c6f42458e41aea833ad0bd3f6127272335eee9bf4d58541ed67,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/ai-use.md,843,aea208d29baa431c27529e72136caf5cacc75d4a4a07cea230a86199c5316e21,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/assessment.md,934,1f753d1c7939b132430029cb5cf436c3cb63170c2f71eb6e99b2dad21b23d58c,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/build_disparities.py,22387,98f1a3ea82db799d81e5baf34e22550a83ef989ff4bbc5ce8201e7a9d26deafd,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/build_workspace.py,6690,3911f4e4c05eb0df60d20c93904d130913a586904ee7a252a457fb3e4e6b31b2,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/data-spec.md,2190,3ad3c37c1149ada82829e80ce366e180c2ed4df0b1ff5c564a9d0a6b093f824c,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/data/data-dictionary.csv,8148,1ae498e5a8f084bacb5e34a65d716b70747116c73d03fc3e25c7326712e0fdab,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/data/equity-group-contract.csv,5366,56530a6063dd614eab498396ca9cfaca68fd37c70888be375a003d21fe468e70,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/data/raw/synthetic-equity-margins.csv.gz,1708745,aaacdd529cf3ab563db5ad4ebd4509496db544ebb63896b8c4dfaed44c89793d,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/data/raw/synthetic-field-completeness.csv.gz,71316,9093020f885deaa71b9f1a1f47682343c17a401910c298b9f72fd661768c9edf,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/data/synthetic-source-manifest.csv,1606,c3f7549f6fcc25e0bfd5f074a7f936e519a0bd7f9459452da903c653aee28384,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/disparity-contract.json,2511,6c0130a42b78f216f1103a00660ebc1d2e8e593a0e13cd8741a3bb6bae27a30d,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/disparity-measure-specifications.csv,2991,6c563758f10f0e15f653b1afff368d8e051675ef898e0394bd9bbb7869cd9d95,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/freeze_upstream.py,8000,c809258981ab101df476c98c37abea314a6572ab22f51e943b55a092c410b645,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/gate-results.csv,2066,a060bf2a4c8ccde73a84b5ccc28fc45753872bc67702550610afa3c850cca1d7,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/generate_equity_layer.py,25436,eec48772a273ca087c55127fc73a6f996c26b96186123dab4b16829b5991d18d,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/missingness-and-representation-audit.md,1329,e252dc5b6aaaf0c90b32136bab2fccbb8fa0b3a40adac4d3f5c299ee1257d523,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/bias-register.csv,2144,3b06a50c0246d6a4118923d90eb8f70812f2eae81bf59425a86b630450ebf59e,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/build-report.json,7052,5cbdb9ef27ed54a123fd1b946cf6e557f5522c267abcd6f8e80391396dda3939,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/complementary-suppression-audit.csv,645318,0b47dc885d478d1485ba9a130ba4635b9daba836ff63c94a50ffb39e77a0f3ec,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/disparity-comparisons.csv,14089,96b9f25c5c768e680636f4f222bdc1c34ca58fcd956caa85a7ec143dcd61ce78,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/equity-margin-reconciliation.csv,1260,f50399f9fa23c67d20936fc1be2eea44122ccd6e1cb97510ce3847705a52ec17,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/group-age-rates.csv,31724,8cb835a825a123aaaab230cbaee7d47365a0cd081db539b5cbc5792541011844,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/missingness-audit.csv,819,5503bf8bd7e7034b63a07c6a0e7b22ca7acf9988a2d4b67de323d25a942ed63c,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/published-tract-group-rates.csv.gz,430138,1bb68ab0ed13f2f49df41bdc5e84c622c6a4b645ec8611ad54548accb81fe2d0,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/query-checks.csv,1599,6ce2bbd7980f5ebe1f5222f46625e2ccfbb9ec445a08e44737b5a51bb099e426,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/representation-audit.csv,5477,9461154fc0172a4d3bf427a2e1f6818d4b78ef7b010c85e962dc4760d034702a,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/standardized-group-rates.csv,6503,1feccf9c75de467e9c3e301a08084e097c62391c3e55c72f986613e0cb15dd1f,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/outputs/summary-disparities.csv,1875,1a0d27cc4a145388b0007b2be859daac06c29f9bc43dc367bfc2e7f7bc344289,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/progression-decision.md,2576,757903ca0d5d315ff2810113cfbab2122c022ee89d38f0081c18ee0c94a7bf9e,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/reference-group-sensitivity.csv,796,f318882f1cb20b5c9ff13e9c66974d3248baa8f5e0660ceac608484209beab73,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/release-manifest.csv,15465,d9591e028ba49d79762d444d769821dc21055a712aceda3f501c0e31bb7d24b8,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/release.json,2541,b0057a6b85a4af9a8d10ea7cb8b39465dfdd35af1f225c3f40115457ba5689e0,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/reproducibility-check.md,767,64bc36becb7b5bb29eb9b4a6c54ef85ca54e4f0be470af9ac785963348c26d10,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/requirements.txt,32,74c1b9d7e6103576c1f8c7bf2bf255e088ee5ab2c8f5d7f70dc757c0ae596011,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/responsible-disparity-claim.md,1222,f4045d8aa1e3dbd174f69270640f58232f79fccc4e3bc6c1120caefdce3e8669,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/selection-linkage-measurement-bias.md,1436,0d44ef1e3bcb6809c95c9ee8669efe57bcdf1483e49ed4b7f03e6e66766cacb0,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/source-record.yml,2335,967e0a2c0598ee4840dcb6a1e3ac85198a9ca87d30b231084b99b295412dcc82,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/sql/01-link-equity-margins-and-reconcile.sql,6254,c19e57f884283032f5126337b49ba52b584407cc55d307a2020c0932d6864c15,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/sql/02-build-group-age-rates.sql,2562,431a885809a851eca4a1e56f10732a3e04322caf4599511e3974d9eee4c66330,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/sql/03-standardize-and-compare-references.sql,5877,b2a19dbef4f3d7cb958d89e856b132b1a51486a1939103f587ab9072e0192b9e,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/sql/04-audit-missingness-bias-and-suppression.sql,19012,fb17e1586bb21e8d1915da58d71003f994b48f14af23aa0130ce5d10e23800b4,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/suppression-policy.md,1039,93513e8bbc63e5b16c12f129da1a37685648429a4b521907a798fa3ce48fdeea,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/upstream/module02-handoff-manifest.csv,12048,f5e84b251143edeb65b68d816a57492755083d8bc57c73e6bdaede381b933ef1,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/upstream/module02-reference/.gitattributes,119,df2dd98d1c8604702f558f2ccfd90acf14653ef715e94fac33cb5e26d9bc249f,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/upstream/module02-reference/VERSION,6,e9dd8507f4bf0c6f42458e41aea833ad0bd3f6127272335eee9bf4d58541ed67,oclc-app5-03,0.1.0,accepted reference workspace artifact
candidate/module-03/upstream/module02-reference/age-band-and-moe-method.md,1625,b50c940e3d5c41271c4e7d9d15e398a7170f7153a57927a7aa95498de30c083a,oclc-app5-03,0.1.0,accepted reference workspace artifact
