year,stateabbr,statedesc,locationname,locationid,measureid,measure,data_value_type,datavaluetypeid,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,data_value_footnote_symbol,data_value_footnote
2022,AL,Alabama,DeKalb,01049,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.8,12.0,15.7,71998,54954,,
2022,AL,Alabama,DeKalb,01049,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,16.4,14.3,18.7,71998,54954,,
2022,AL,Alabama,Elmore,01051,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.4,9.9,13.2,89563,70369,,
2022,AL,Alabama,Elmore,01051,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.9,11.3,14.8,89563,70369,,
2022,AL,Alabama,Escambia,01053,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,15.0,13.1,17.1,36666,28378,,
2022,AL,Alabama,Escambia,01053,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,17.6,15.4,19.9,36666,28378,,
2022,AL,Alabama,Etowah,01055,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.6,11.0,14.4,103088,81013,,
2022,AL,Alabama,Etowah,01055,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.4,13.5,17.5,103088,81013,,
2022,AL,Alabama,Fayette,01057,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.2,11.4,15.0,16118,12706,,
2022,AL,Alabama,Fayette,01057,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,16.6,14.5,18.9,16118,12706,,
2022,AL,Alabama,Franklin,01059,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.5,11.8,15.4,31932,24099,,
2022,AL,Alabama,Franklin,01059,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.8,13.8,18.0,31932,24099,,
2022,AL,Alabama,Geneva,01061,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.5,10.8,14.3,26783,20925,,
2022,AL,Alabama,Geneva,01061,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.9,13.9,18.2,26783,20925,,
2022,AL,Alabama,Greene,01063,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,19.4,17.1,21.8,7422,5801,,
2022,AL,Alabama,Greene,01063,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,24.9,22.0,27.7,7422,5801,,
2022,AL,Alabama,Hale,01065,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,15.6,13.6,17.6,14595,11112,,
2022,AL,Alabama,Hale,01065,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,19.3,17.0,21.7,14595,11112,,
2022,AL,Alabama,Henry,01067,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.7,11.9,15.6,17655,14074,,
2022,AL,Alabama,Henry,01067,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,17.8,15.5,20.2,17655,14074,,
2022,AL,Alabama,Houston,01069,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.0,11.3,14.9,108079,83692,,
2022,AL,Alabama,Houston,01069,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.3,13.4,17.4,108079,83692,,
2022,AL,Alabama,Jackson,01071,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.4,10.7,14.3,52891,42087,,
2022,AL,Alabama,Jackson,01071,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.6,13.5,17.9,52891,42087,,
2022,AL,Alabama,Jefferson,01073,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.9,11.4,14.5,665409,515688,,
2022,AL,Alabama,Jefferson,01073,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,14.3,12.7,16.1,665409,515688,,
2022,AL,Alabama,Lamar,01075,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.0,10.3,13.7,13705,10722,,
2022,AL,Alabama,Lamar,01075,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.7,13.6,17.8,13705,10722,,
2022,AL,Alabama,Lauderdale,01077,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.8,9.3,12.5,95878,77472,,
2022,AL,Alabama,Lauderdale,01077,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.7,11.0,14.5,95878,77472,,
2022,AL,Alabama,Lawrence,01079,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.1,11.4,14.9,33214,26022,,
2022,AL,Alabama,Lawrence,01079,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,16.1,14.0,18.3,33214,26022,,
2022,AL,Alabama,Lee,01081,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.9,10.3,13.4,180773,143546,,
2022,AL,Alabama,Lee,01081,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.5,10.0,13.0,180773,143546,,
2022,AL,Alabama,Limestone,01083,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.2,9.7,12.8,110900,86794,,
2022,AL,Alabama,Limestone,01083,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.8,11.2,14.6,110900,86794,,
2022,AL,Alabama,Lowndes,01085,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,18.4,16.0,20.7,9777,7650,,
2022,AL,Alabama,Lowndes,01085,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,22.7,20.0,25.4,9777,7650,,
2022,AL,Alabama,Macon,01087,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,17.7,15.6,19.9,18516,15413,,
2022,AL,Alabama,Macon,01087,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,20.2,17.9,22.5,18516,15413,,
2022,AL,Alabama,Madison,01089,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.0,9.6,12.6,403565,317999,,
2022,AL,Alabama,Madison,01089,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.1,10.5,13.7,403565,317999,,
2022,AL,Alabama,Marengo,01091,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,15.4,13.5,17.5,18745,14573,,
2022,AL,Alabama,Marengo,01091,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,19.1,16.9,21.6,18745,14573,,
2022,AL,Alabama,Marion,01093,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.4,10.7,14.2,29156,23044,,
2022,AL,Alabama,Marion,01093,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.9,13.8,18.1,29156,23044,,
2022,AL,Alabama,Marshall,01095,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.4,9.9,13.1,99423,74082,,
2022,AL,Alabama,Marshall,01095,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.3,11.6,15.1,99423,74082,,
2022,AL,Alabama,Mobile,01097,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.5,12.0,15.2,411411,316433,,
2022,AL,Alabama,Mobile,01097,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.4,13.8,17.3,411411,316433,,
2022,AL,Alabama,Monroe,01099,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,15.2,13.2,17.4,19404,15344,,
2022,AL,Alabama,Monroe,01099,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,19.0,16.6,21.6,19404,15344,,
2022,AL,Alabama,Montgomery,01101,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,15.7,13.9,17.8,226361,172697,,
2022,AL,Alabama,Montgomery,01101,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,17.1,15.2,19.4,226361,172697,,
2022,AL,Alabama,Morgan,01103,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.9,11.2,14.6,124211,95875,,
2022,AL,Alabama,Morgan,01103,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.3,13.4,17.3,124211,95875,,
2022,AL,Alabama,Perry,01105,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,18.9,16.6,21.5,8035,6354,,
2022,AL,Alabama,Perry,01105,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,22.0,19.5,24.8,8035,6354,,
2022,AL,Alabama,Pickens,01107,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,14.5,12.7,16.5,18697,15176,,
2022,AL,Alabama,Pickens,01107,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,17.2,15.1,19.4,18697,15176,,
2022,AL,Alabama,Pike,01109,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.7,12.0,15.6,33014,26725,,
2022,AL,Alabama,Pike,01109,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.1,11.5,15.0,33014,26725,,
2022,AL,Alabama,Randolph,01111,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.0,11.2,14.9,22479,17785,,
2022,AL,Alabama,Randolph,01111,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,16.2,14.1,18.5,22479,17785,,
2022,AL,Alabama,Russell,01113,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,15.8,13.8,17.9,58555,44348,,
2022,AL,Alabama,Russell,01113,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,17.5,15.4,19.9,58555,44348,,
2022,AL,Alabama,St. Clair,01115,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.6,9.1,12.2,93932,73225,,
2022,AL,Alabama,St. Clair,01115,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.6,10.9,14.5,93932,73225,,
2022,AL,Alabama,Shelby,01117,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.5,8.2,11.0,230115,179068,,
2022,AL,Alabama,Shelby,01117,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.9,9.5,12.5,230115,179068,,
2022,AL,Alabama,Sumter,01119,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,17.6,15.5,19.9,11853,9573,,
2022,AL,Alabama,Sumter,01119,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,18.7,16.4,20.9,11853,9573,,
2022,AL,Alabama,Talladega,01121,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,14.1,12.3,16.0,80704,64258,,
2022,AL,Alabama,Talladega,01121,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,16.9,14.9,19.1,80704,64258,,
2022,AL,Alabama,Tallapoosa,01123,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.9,11.2,14.7,40977,32936,,
2022,AL,Alabama,Tallapoosa,01123,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,16.9,14.8,19.1,40977,32936,,
2022,AL,Alabama,Tuscaloosa,01125,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.8,11.1,14.4,236780,189291,,
2022,AL,Alabama,Tuscaloosa,01125,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.2,10.7,13.8,236780,189291,,
2022,AL,Alabama,Walker,01127,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.8,11.1,14.5,64339,49952,,
2022,AL,Alabama,Walker,01127,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.8,13.8,17.9,64339,49952,,
2022,AL,Alabama,Washington,01129,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.8,12.1,15.8,15122,11883,,
2022,AL,Alabama,Washington,01129,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,17.4,15.3,19.8,15122,11883,,
2022,AL,Alabama,Wilcox,01131,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,18.8,16.5,21.3,10059,7838,,
2022,AL,Alabama,Wilcox,01131,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,23.1,20.5,26.0,10059,7838,,
2022,AL,Alabama,Winston,01133,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.9,10.3,13.7,23755,18962,,
2022,AL,Alabama,Winston,01133,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.5,13.5,17.8,23755,18962,,
2022,AK,Alaska,Aleutians East,02013,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.6,10.9,14.4,3398,3204,,
2022,AK,Alaska,Aleutians East,02013,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.8,11.1,14.6,3398,3204,,
2022,AK,Alaska,Aleutians West,02016,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.2,9.8,13.0,5122,4630,,
2022,AK,Alaska,Aleutians West,02016,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.7,9.4,12.5,5122,4630,,
2022,AK,Alaska,Anchorage,02020,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,7.0,8.9,287145,219637,,
2022,AK,Alaska,Anchorage,02020,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.0,7.0,9.0,287145,219637,,
2022,AK,Alaska,Bethel,02050,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,14.3,12.6,16.2,18257,11844,,
2022,AK,Alaska,Bethel,02050,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.3,11.6,15.0,18257,11844,,
2022,AK,Alaska,Bristol Bay,02060,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.1,7.9,10.5,865,680,,
2022,AK,Alaska,Bristol Bay,02060,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.9,9.4,12.5,865,680,,
2022,AK,Alaska,Chugach,02063,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.8,6.7,9.1,6874,5338,,
2022,AK,Alaska,Chugach,02063,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.2,7.9,10.7,6874,5338,,
2022,AK,Alaska,Copper River,02066,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,7.7,10.3,2589,1955,,
2022,AK,Alaska,Copper River,02066,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.3,9.7,13.0,2589,1955,,
2022,AK,Alaska,Denali,02068,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.7,6.6,8.9,1585,1306,,
2022,AK,Alaska,Denali,02068,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.4,7.2,9.7,1585,1306,,
2022,AK,Alaska,Dillingham,02070,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.7,11.0,14.5,4723,3253,,
2022,AK,Alaska,Dillingham,02070,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.2,11.4,15.0,4723,3253,,
2022,AK,Alaska,Fairbanks North Star,02090,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.6,6.5,8.7,95356,73021,,
2022,AK,Alaska,Fairbanks North Star,02090,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,7.2,6.2,8.3,95356,73021,,
2022,AK,Alaska,Haines,02100,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.3,6.3,8.5,2056,1705,,
2022,AK,Alaska,Haines,02100,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.1,8.7,11.7,2056,1705,,
2022,AK,Alaska,Hoonah-Angoon,02105,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.0,8.6,11.6,2287,1905,,
2022,AK,Alaska,Hoonah-Angoon,02105,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,14.1,12.2,16.3,2287,1905,,
2022,AK,Alaska,Juneau,02110,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.7,6.6,8.8,31685,25234,,
2022,AK,Alaska,Juneau,02110,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.7,7.6,10.0,31685,25234,,
2022,AK,Alaska,Kenai Peninsula,02122,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,6.8,8.9,60690,47342,,
2022,AK,Alaska,Kenai Peninsula,02122,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.7,8.3,11.0,60690,47342,,
2022,AK,Alaska,Ketchikan Gateway,02130,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.5,7.4,9.8,13741,10954,,
2022,AK,Alaska,Ketchikan Gateway,02130,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.9,8.6,11.4,13741,10954,,
2022,AK,Alaska,Kodiak Island,02150,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.3,7.9,10.7,12720,9749,,
2022,AK,Alaska,Kodiak Island,02150,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.6,8.3,11.1,12720,9749,,
2022,AK,Alaska,Kusilvak,02158,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,17.6,15.4,19.9,8278,4793,,
2022,AK,Alaska,Kusilvak,02158,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,15.6,13.6,17.7,8278,4793,,
2022,AK,Alaska,Lake and Peninsula,02164,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.8,10.2,13.4,1381,976,,
2022,AK,Alaska,Lake and Peninsula,02164,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.3,11.5,15.1,1381,976,,
2022,AK,Alaska,Matanuska-Susitna,02170,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.6,7.5,9.8,113325,84362,,
2022,AK,Alaska,Matanuska-Susitna,02170,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.3,8.2,10.6,113325,84362,,
2022,AK,Alaska,Nome,02180,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.7,11.9,15.7,9835,6518,,
2022,AK,Alaska,Nome,02180,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.8,11.1,14.7,9835,6518,,
2022,AK,Alaska,North Slope,02185,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.7,9.2,12.3,10805,8035,,
2022,AK,Alaska,North Slope,02185,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.4,9.0,12.0,10805,8035,,
