partition,dimension,group,model,rows,events,support_status,weighted_mean_probability,weighted_brier,weighted_roc_auc,claim_limit
temporal_holdout,bmi_band,30.0-34.9,fixed_gradient_boosted,524,29,report with boundary,0.03485941,0.02693518,0.58550510,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,bmi_band,35.0-39.9,transparent_weighted_logit,252,22,report with boundary,0.03944197,0.05386153,0.29933355,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,bmi_band,35.0-39.9,fixed_gradient_boosted,252,22,report with boundary,0.04596272,0.05366613,0.35692973,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,bmi_band,40.0+,transparent_weighted_logit,194,18,suppress performance: support rule not met,0.07897356,0.07218067,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,bmi_band,40.0+,fixed_gradient_boosted,194,18,suppress performance: support rule not met,0.06343803,0.06985017,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Mexican American,transparent_weighted_logit,299,21,report with boundary,0.02881760,0.04925489,0.61412508,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Mexican American,fixed_gradient_boosted,299,21,report with boundary,0.02916495,0.04907836,0.60804434,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Non-Hispanic Asian,transparent_weighted_logit,193,17,suppress performance: support rule not met,0.02105514,0.07073668,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Non-Hispanic Asian,fixed_gradient_boosted,193,17,suppress performance: support rule not met,0.02082816,0.07045218,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Non-Hispanic Black,transparent_weighted_logit,458,33,report with boundary,0.03541046,0.06631432,0.65946692,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Non-Hispanic Black,fixed_gradient_boosted,458,33,report with boundary,0.03354580,0.06606213,0.61291795,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Non-Hispanic White,transparent_weighted_logit,553,8,suppress performance: support rule not met,0.03081377,0.01427148,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Non-Hispanic White,fixed_gradient_boosted,553,8,suppress performance: support rule not met,0.03038832,0.01402292,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Other Hispanic,transparent_weighted_logit,219,14,suppress performance: support rule not met,0.02526621,0.04096454,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Other Hispanic,fixed_gradient_boosted,219,14,suppress performance: support rule not met,0.02586259,0.04102950,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Other or multiracial,transparent_weighted_logit,84,4,suppress performance: support rule not met,0.02785263,0.01742180,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
temporal_holdout,race_and_hispanic_origin,Other or multiracial,fixed_gradient_boosted,84,4,suppress performance: support rule not met,0.02864013,0.01721029,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,recorded_sex,female,transparent_weighted_logit,1155,40,report with boundary,0.02779049,0.02773997,0.66234547,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,recorded_sex,female,fixed_gradient_boosted,1155,40,report with boundary,0.02899141,0.02724747,0.62810461,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,recorded_sex,male,transparent_weighted_logit,931,35,report with boundary,0.03303701,0.03577272,0.71525967,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,recorded_sex,male,fixed_gradient_boosted,931,35,report with boundary,0.03039750,0.03558763,0.69917773,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,35-44,transparent_weighted_logit,537,19,suppress performance: support rule not met,0.02749306,0.03116728,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,35-44,fixed_gradient_boosted,537,19,suppress performance: support rule not met,0.02715812,0.03092011,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,45-54,transparent_weighted_logit,451,13,suppress performance: support rule not met,0.03403967,0.02579610,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,45-54,fixed_gradient_boosted,451,13,suppress performance: support rule not met,0.03269790,0.02453087,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,55-64,transparent_weighted_logit,661,27,report with boundary,0.03053005,0.03822460,0.69239768,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,55-64,fixed_gradient_boosted,661,27,report with boundary,0.03086218,0.03839525,0.65914902,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,65-70,transparent_weighted_logit,437,16,suppress performance: support rule not met,0.03027422,0.03110657,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,age_band,65-70,fixed_gradient_boosted,437,16,suppress performance: support rule not met,0.02766236,0.03125112,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,25.0-29.9,transparent_weighted_logit,956,16,suppress performance: support rule not met,0.01855357,0.01322794,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,25.0-29.9,fixed_gradient_boosted,956,16,suppress performance: support rule not met,0.01402958,0.01317057,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,30.0-34.9,transparent_weighted_logit,599,26,report with boundary,0.02763772,0.03582819,0.56794681,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,30.0-34.9,fixed_gradient_boosted,599,26,report with boundary,0.03424879,0.03598338,0.46409441,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,35.0-39.9,transparent_weighted_logit,301,18,suppress performance: support rule not met,0.03841402,0.06039138,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,35.0-39.9,fixed_gradient_boosted,301,18,suppress performance: support rule not met,0.04704740,0.06132057,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,40.0+,transparent_weighted_logit,230,15,suppress performance: support rule not met,0.07685998,0.06188370,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,bmi_band,40.0+,fixed_gradient_boosted,230,15,suppress performance: support rule not met,0.06064726,0.05749737,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Mexican American,transparent_weighted_logit,159,13,suppress performance: support rule not met,0.02775603,0.07123369,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Mexican American,fixed_gradient_boosted,159,13,suppress performance: support rule not met,0.02915235,0.07156228,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Non-Hispanic Asian,transparent_weighted_logit,79,4,suppress performance: support rule not met,0.02094842,0.06509347,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Non-Hispanic Asian,fixed_gradient_boosted,79,4,suppress performance: support rule not met,0.01844681,0.06515312,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Non-Hispanic Black,transparent_weighted_logit,254,17,suppress performance: support rule not met,0.03278462,0.06614142,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Non-Hispanic Black,fixed_gradient_boosted,254,17,suppress performance: support rule not met,0.03203944,0.06557345,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Non-Hispanic White,transparent_weighted_logit,1247,34,report with boundary,0.03148694,0.02251442,0.73069437,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Non-Hispanic White,fixed_gradient_boosted,1247,34,report with boundary,0.03060240,0.02208850,0.73921519,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Other Hispanic,transparent_weighted_logit,221,6,suppress performance: support rule not met,0.02820667,0.02003159,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Other Hispanic,fixed_gradient_boosted,221,6,suppress performance: support rule not met,0.02816622,0.01984566,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Other or multiracial,transparent_weighted_logit,126,1,suppress performance: support rule not met,0.02898695,0.00687772,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
transport_stress,race_and_hispanic_origin,Other or multiracial,fixed_gradient_boosted,126,1,suppress performance: support rule not met,0.02753868,0.00645259,,"descriptive support audit only; no ranking, fairness certification, or group-specific action"
