rule_id,equity_dimension,dimension_label,group_id,group_label,selected_publishable_population,unselected_publishable_population,selected_publishable_rows,selected_suppressed_rows,unselected_publishable_rows,unselected_suppressed_rows,interpretation_limit
equal_geographic,disability_status,Disability status,missing,Missing,0,1069,0,28,6,1563,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,disability_status,Disability status,no_reported_disability,No reported disability,79910,4452063,28,0,1559,10,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,disability_status,Disability status,reported_disability,Reported disability,0,6167,0,28,6,1563,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,primary_language,Primary language,chinese,Chinese,129,0,1,27,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,primary_language,Primary language,english,English,73785,4114094,28,0,1559,10,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,primary_language,Primary language,haitian_creole,Haitian Creole,0,1691,0,28,10,1559,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,primary_language,Primary language,missing,Missing,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,primary_language,Primary language,other_language,Another language,422,20031,2,26,91,1478,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,primary_language,Primary language,portuguese,Portuguese,1579,57069,6,22,224,1345,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,primary_language,Primary language,spanish,Spanish,7946,435089,19,9,1060,509,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,american_indian_alaska_native,American Indian or Alaska Native,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,asian,Asian,2291,137110,7,21,378,1191,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,black_african_american,Black or African American,7906,380943,22,6,1028,541,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,hispanic_latino,Hispanic or Latino,12344,645031,24,4,1282,287,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,middle_eastern_north_african,Middle Eastern or North African,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,missing,Missing,0,5240,0,28,28,1541,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,multiple_identities,Multiple identities,771,37183,4,24,157,1412,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,native_hawaiian_pacific_islander,Native Hawaiian or Pacific Islander,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
equal_geographic,race_ethnicity,Combined race and ethnicity,white,White,58938,3277602,28,0,1556,13,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,disability_status,Disability status,missing,Missing,0,1069,0,28,6,1563,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,disability_status,Disability status,no_reported_disability,No reported disability,46605,4485368,27,1,1560,9,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,disability_status,Disability status,reported_disability,Reported disability,0,6167,0,28,6,1563,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,primary_language,Primary language,chinese,Chinese,0,129,0,28,1,1568,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,primary_language,Primary language,english,English,42778,4145101,27,1,1560,9,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,primary_language,Primary language,haitian_creole,Haitian Creole,0,1691,0,28,10,1559,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,primary_language,Primary language,missing,Missing,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,primary_language,Primary language,other_language,Another language,0,20453,0,28,93,1476,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,primary_language,Primary language,portuguese,Portuguese,0,58648,0,28,230,1339,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,primary_language,Primary language,spanish,Spanish,2735,440300,9,19,1070,499,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,american_indian_alaska_native,American Indian or Alaska Native,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,asian,Asian,0,139401,0,28,385,1184,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,black_african_american,Black or African American,1083,387766,4,24,1046,523,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,hispanic_latino,Hispanic or Latino,4222,653153,11,17,1295,274,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,middle_eastern_north_african,Middle Eastern or North African,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,missing,Missing,0,5240,0,28,28,1541,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,multiple_identities,Multiple identities,0,37954,0,28,161,1408,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,native_hawaiian_pacific_islander,Native Hawaiian or Pacific Islander,0,0,0,28,0,1569,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
need_based,race_ethnicity,Combined race and ethnicity,white,White,33931,3302609,27,1,1557,12,published synthetic marginal coverage only; suppressed values stay unavailable and dimensions cannot be combined into people
