condition_id,scenario_id,replication,seed,arrivals,completed,left_before_seen,left_before_seen_percent,median_arrival_to_clinician_minutes,p90_arrival_to_clinician_minutes,median_arrival_to_departure_minutes,clinician_utilization_percent,modeled_overtime_hours,flex_clinician_hours,trigger_count,median_activation_delay_minutes,standard_wait_minutes,language_support_wait_minutes,mobility_support_wait_minutes,language_gap_minutes,mobility_gap_minutes,high_acuity_wait_minutes,low_acuity_wait_minutes,maximum_waiting_queue,fast_track_completed,safety_outcome_status,return_72h_status,conservation_status,synthetic_flag
C01,S00,1,7301501,831,742,89,10.709988,60.000000,166.907322,105.266043,82.418711,8.207356,0.000000,0,0.000000,60.028102,57.995421,58.000000,-2.032681,-2.028102,45.180859,70.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,4,7301504,803,720,83,10.336239,57.156376,114.106733,103.484678,79.901511,9.621056,0.000000,0,0.000000,57.000000,59.205799,60.317355,2.205799,3.317355,45.000000,69.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,4,7301504,803,745,58,7.222914,56.000000,98.108647,100.564313,77.318561,7.072019,40.000000,5,0.000000,55.000000,57.000000,59.000000,2.000000,4.000000,43.964854,68.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,4,7301504,803,755,48,5.977584,60.338852,132.664838,105.000000,80.468178,9.327538,0.000000,13,15.000000,60.000000,62.000000,64.000000,2.000000,4.000000,45.094468,72.619820,21,83,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,4,7301504,803,740,63,7.845579,57.003633,104.388457,102.230487,78.911757,8.019723,16.534264,5,15.000000,56.882518,59.411598,60.317355,2.529080,3.434837,44.005528,68.457615,17,26,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,5,7301505,784,708,76,9.693878,59.280995,118.022984,102.700000,78.157102,8.327395,0.000000,0,0.000000,59.480036,54.629523,64.000000,-4.850513,4.519964,42.000000,69.000000,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,5,7301505,784,729,55,7.015306,57.000000,97.676777,100.400000,75.379081,7.877595,40.000000,5,0.000000,57.000000,54.000000,58.000000,-3.000000,1.000000,41.000000,69.429228,9,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,5,7301505,784,744,40,5.102041,62.000000,137.676819,104.817941,78.981690,8.016789,0.000000,13,15.000000,62.000000,57.003493,64.531584,-4.996507,2.531584,42.000000,74.000000,12,92,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,5,7301505,784,729,55,7.015306,58.000000,110.658152,101.600000,76.793615,8.619219,22.355551,4,15.000000,58.000000,55.000000,61.375767,-3.000000,3.375767,41.000000,69.429228,9,20,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,6,7301506,807,738,69,8.550186,59.000000,132.275064,101.800000,79.571364,6.522348,0.000000,0,0.000000,59.987697,54.000000,59.000000,-5.987697,-0.987697,42.000000,67.000000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,6,7301506,807,756,51,6.319703,56.000000,100.453536,98.551434,76.345445,6.375167,40.000000,5,0.000000,56.000000,54.000000,59.000000,-2.000000,3.000000,41.664490,66.000000,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,6,7301506,807,775,32,3.965304,61.000000,155.575190,103.400000,79.929301,6.723992,0.000000,15,15.000000,62.215570,56.334771,60.041014,-5.880799,-2.174555,43.492640,71.000000,20,110,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,6,7301506,807,759,48,5.947955,58.000000,107.913534,99.200000,77.568528,7.125456,27.735982,4,15.000000,58.000000,54.000000,59.000000,-4.000000,1.000000,42.000000,67.000000,13,20,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,7,7301507,790,739,51,6.455696,57.197232,119.373183,103.000000,81.155851,7.407343,0.000000,0,0.000000,57.000000,59.913924,57.659325,2.913924,0.659325,45.646737,74.877127,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,7,7301507,790,747,43,5.443038,56.000000,105.739399,101.057891,77.119473,5.259788,40.000000,5,0.000000,56.000000,58.631749,57.000000,2.631749,1.000000,44.335108,70.905219,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,7,7301507,790,758,32,4.050633,60.126002,119.877956,103.391425,80.808926,5.832903,0.000000,13,15.000000,60.000000,62.564351,59.000000,2.564351,-1.000000,45.000000,74.988817,18,66,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,7,7301507,790,746,44,5.569620,57.000000,112.019959,101.898616,79.652519,7.456171,13.219571,3,15.000000,56.159389,59.263498,57.659325,3.104108,1.499935,44.961454,71.526643,17,17,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,8,7301508,851,759,92,10.810811,58.000000,138.629362,101.775982,82.944942,8.900062,0.000000,0,0.000000,59.000000,57.000000,52.954473,-2.000000,-6.045527,44.044160,67.078643,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,8,7301508,851,779,72,8.460635,57.000000,115.365120,100.400000,79.840825,8.073587,40.000000,5,0.000000,58.000000,55.387313,52.977237,-2.612687,-5.022763,44.044160,67.000000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,8,7301508,851,810,41,4.817861,64.000000,172.067365,106.508716,84.888692,7.479922,0.000000,16,15.000000,64.370925,65.000000,54.000000,0.629075,-10.370925,46.000000,74.083909,21,93,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,8,7301508,851,786,65,7.638073,58.000000,122.482680,101.552275,81.879457,9.391910,21.475544,4,15.000000,59.050719,55.636357,53.000000,-3.414362,-6.050719,44.044160,68.256127,16,30,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,9,7301509,761,715,46,6.044678,56.000000,94.651256,100.442387,78.203843,7.425217,0.000000,0,0.000000,56.358302,55.000000,58.774053,-1.358302,2.415751,43.000000,71.000000,26,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,9,7301509,761,719,42,5.519054,55.000000,86.475673,99.400000,74.081436,5.887776,40.000000,5,0.000000,55.000000,55.000000,56.884425,0.000000,1.884425,42.000000,68.000000,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,9,7301509,761,730,31,4.073587,57.000000,105.726160,100.944951,78.127454,5.452385,0.000000,10,15.000000,57.630537,56.000000,61.391959,-1.630537,3.761422,43.443036,71.000000,34,51,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,9,7301509,761,716,45,5.913272,56.000000,94.109410,100.000000,77.079148,7.991711,8.559536,2,15.000000,56.000000,55.000000,57.887027,-1.000000,1.887027,43.000000,70.247543,17,8,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,10,7301510,800,722,78,9.750000,58.053006,122.351913,104.039672,79.841298,7.116664,0.000000,0,0.000000,58.000000,57.142439,62.482067,-0.857561,4.482067,43.190164,69.500000,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,10,7301510,800,736,64,8.000000,57.346433,105.039698,102.515494,76.259858,6.449931,40.000000,5,0.000000,57.048848,56.000000,61.615484,-1.048848,4.566636,43.000000,69.000000,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,10,7301510,800,762,38,4.750000,61.023617,150.856673,105.700000,81.065951,7.024372,0.000000,14,15.000000,61.000000,61.000000,64.195544,0.000000,3.195544,43.807836,73.000000,14,83,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,10,7301510,800,738,62,7.750000,58.000000,110.519796,103.066897,77.760269,6.793683,23.903617,5,15.000000,57.706972,56.142439,61.615484,-1.564532,3.908512,43.000000,70.000000,13,23,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,11,7301511,803,736,67,8.343711,58.000000,113.135956,102.300000,79.638113,5.911469,0.000000,0,0.000000,57.940928,58.124605,65.178349,0.183676,7.237421,43.170447,68.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,11,7301511,803,755,48,5.977584,57.000000,99.237993,100.183861,76.571833,4.590099,40.000000,5,0.000000,56.299805,56.000000,62.667655,-0.299805,6.367850,42.000000,68.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,11,7301511,803,764,39,4.856787,60.154818,132.622188,103.407686,80.420206,6.045333,0.000000,12,15.000000,60.109809,59.000000,66.178349,-1.109809,6.068540,44.000000,72.059109,13,63,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,11,7301511,803,757,46,5.728518,58.000000,109.109717,102.263403,78.330254,5.743058,19.028166,5,15.000000,58.000000,57.949319,64.167655,-0.050681,6.167655,43.170447,69.000000,14,28,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,12,7301512,856,750,106,12.383178,58.372458,142.367802,104.633783,82.792644,7.275565,0.000000,0,0.000000,59.000000,58.283365,56.000000,-0.716635,-3.000000,46.000000,65.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,12,7301512,856,771,85,9.929907,57.474457,113.202195,102.800000,79.683975,5.916456,40.000000,5,0.000000,58.000000,56.436372,54.165419,-1.563628,-3.834581,45.131721,65.000000,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,12,7301512,856,821,35,4.088785,64.000000,215.521391,108.800000,85.163924,6.746166,0.000000,16,15.000000,64.854889,65.547053,58.112952,0.692164,-6.741937,46.907457,73.972066,24,127,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,12,7301512,856,780,76,8.878505,58.281775,125.966878,104.037354,81.908982,6.536028,22.461779,3,15.000000,58.862403,56.812656,56.500000,-2.049747,-2.362403,45.053366,66.000000,13,25,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,13,7301513,822,722,100,12.165450,58.344177,124.023414,103.444378,78.870919,7.590844,0.000000,0,0.000000,58.020858,59.468787,59.310820,1.447930,1.289962,43.129107,68.000000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,13,7301513,822,741,81,9.854015,58.000000,116.456296,102.020075,76.177797,8.576531,40.000000,5,0.000000,57.974742,58.631231,59.000000,0.656489,1.025258,43.000000,68.000000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,13,7301513,822,772,50,6.082725,62.903984,181.300391,107.095067,81.060949,8.149101,0.000000,14,15.000000,62.804995,65.915412,61.516579,3.110417,-1.288416,44.000000,74.069014,22,95,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,13,7301513,822,743,79,9.610706,59.000000,123.821470,103.400000,78.414380,8.083074,17.452509,4,15.000000,58.378595,59.951931,59.621639,1.573336,1.243044,43.000000,69.000000,16,23,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,14,7301514,790,711,79,10.000000,58.000000,114.425844,102.200000,78.515420,10.713464,0.000000,0,0.000000,58.000000,57.000000,57.500000,-1.000000,-0.500000,44.000000,65.824592,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,14,7301514,790,725,65,8.227848,56.235989,97.077477,100.657992,75.165771,9.160230,40.000000,5,0.000000,56.000000,56.145787,59.000000,0.145787,3.000000,43.016084,65.597179,10,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,14,7301514,790,759,31,3.924051,60.000000,150.761862,104.000000,80.375093,9.936726,0.000000,13,15.000000,59.577507,61.000000,65.000000,1.422493,5.422493,45.891989,69.475057,13,81,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,14,7301514,790,724,66,8.354430,57.477782,109.830410,102.200000,77.389477,9.971922,15.484451,3,15.000000,57.625146,57.000000,58.000000,-0.625146,0.374854,44.000000,66.121520,10,16,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,15,7301515,799,734,65,8.135169,57.000000,121.284007,101.932406,80.613814,5.870139,0.000000,0,0.000000,57.359580,57.208827,54.000000,-0.150753,-3.359580,44.000000,68.000000,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,15,7301515,799,741,58,7.259074,56.000000,106.052212,100.687714,76.709480,6.259372,40.000000,5,0.000000,56.062097,57.000000,54.000000,0.937903,-2.062097,43.883260,67.775699,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,15,7301515,799,763,36,4.505632,59.436098,134.369476,103.641882,81.038268,6.014961,0.000000,14,15.000000,59.459588,61.602906,54.000000,2.143317,-5.459588,44.380242,71.000000,14,82,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,15,7301515,799,741,58,7.259074,56.740724,110.585866,101.400000,78.381491,6.405667,21.711598,3,15.000000,57.000000,57.000000,54.000000,0.000000,-3.000000,44.000000,68.000000,11,11,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,16,7301516,809,727,82,10.135970,59.795326,125.467909,105.200000,80.244489,4.663134,0.000000,0,0.000000,59.215273,57.473832,64.286772,-1.741441,5.071499,44.508558,69.000000,18,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,16,7301516,809,741,68,8.405439,57.000000,108.523354,102.000000,76.814555,4.946897,40.000000,5,0.000000,57.000000,56.000000,61.596187,-1.000000,4.596187,43.984893,69.000000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,16,7301516,809,764,45,5.562423,63.684898,147.410338,107.140686,80.971074,5.599625,0.000000,16,15.000000,64.000000,59.785581,66.000000,-4.214419,2.000000,45.000000,72.000000,26,88,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,16,7301516,809,748,61,7.540173,59.000000,116.920252,103.200000,78.363730,6.172927,25.327236,4,15.000000,59.000000,58.510308,63.089395,-0.489692,4.089395,44.000000,69.000000,18,28,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,17,7301517,797,717,80,10.037641,58.000000,113.334348,100.000000,79.026017,8.981585,0.000000,0,0.000000,58.012596,54.000000,59.322706,-4.012596,1.310110,43.000000,67.709844,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,17,7301517,797,729,68,8.531995,57.000000,97.404725,99.199529,75.488975,8.843218,40.000000,5,0.000000,57.272703,53.101192,53.558499,-4.171511,-3.714204,41.000000,66.000000,10,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,17,7301517,797,755,42,5.269762,61.313412,153.218562,102.200000,80.475719,9.587878,0.000000,12,15.000000,61.996379,57.881702,62.409135,-4.114676,0.412757,42.371237,71.000000,18,86,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,17,7301517,797,734,63,7.904642,58.000000,107.285564,99.800000,77.795017,9.721199,20.115231,3,15.000000,58.121570,54.000000,54.000000,-4.121570,-4.121570,42.000000,68.000000,10,18,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,18,7301518,813,731,82,10.086101,58.451981,107.819500,102.914019,80.373926,8.293220,0.000000,0,0.000000,58.174512,61.287233,56.000000,3.112721,-2.174512,45.000000,67.000000,18,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,18,7301518,813,746,67,8.241082,56.755259,91.510554,100.200000,76.960597,8.239800,40.000000,5,0.000000,56.886649,59.000000,54.958021,2.113351,-1.928628,44.000000,66.000000,18,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,18,7301518,813,768,45,5.535055,61.992073,128.154197,105.373837,81.811327,9.346745,0.000000,10,15.000000,61.000000,67.339853,57.121906,6.339853,-3.878094,45.000000,71.354696,22,63,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,18,7301518,813,748,65,7.995080,58.000000,103.105138,101.809136,79.490663,8.638832,15.217548,3,15.000000,58.000000,60.265509,56.000000,2.265509,-2.000000,44.278397,67.000000,18,18,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,19,7301519,807,721,86,10.656753,56.000000,114.897644,102.600000,80.680317,7.689474,0.000000,0,0.000000,55.456234,57.713140,59.625180,2.256906,4.168946,43.141010,68.000000,19,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,19,7301519,807,736,71,8.798017,55.000000,97.901966,100.219881,77.222621,6.484104,40.000000,5,0.000000,54.593226,57.393355,57.000000,2.800129,2.406774,42.296935,68.000000,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,19,7301519,807,765,42,5.204461,61.000000,173.558800,106.200000,82.339901,6.312036,0.000000,13,15.000000,60.951725,60.935724,62.880717,-0.016002,1.928992,44.306530,74.533800,21,89,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,19,7301519,807,736,71,8.798017,56.000000,104.946808,101.813413,79.654641,6.698821,15.320146,3,15.000000,55.456234,58.000000,59.000000,2.543766,3.543766,43.000000,69.000000,12,17,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,20,7301520,802,727,75,9.351621,58.587629,121.208853,102.687120,80.205245,7.760455,0.000000,0,0.000000,59.033947,53.802246,54.500000,-5.231701,-4.533947,43.890686,67.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,20,7301520,802,739,63,7.855362,57.000000,103.398880,100.051801,76.821992,6.109885,40.000000,5,0.000000,58.000000,53.000000,54.000000,-5.000000,-4.000000,42.422769,67.000000,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,20,7301520,802,762,40,4.987531,61.000000,133.483317,104.860324,81.348747,8.723872,0.000000,14,15.000000,61.204254,56.941151,57.000000,-4.263104,-4.204254,44.018491,70.827072,14,73,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,20,7301520,802,742,60,7.481297,58.584086,109.921319,102.257055,78.898505,8.603986,18.076762,4,15.000000,59.000000,54.731920,55.676587,-4.268080,-3.323413,43.479228,68.000000,12,19,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,21,7301521,819,726,93,11.355311,57.713517,120.276437,102.204327,78.984729,4.798507,0.000000,0,0.000000,58.000000,56.000000,58.000000,-2.000000,0.000000,43.808654,67.003350,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,21,7301521,819,746,73,8.913309,56.945438,102.779176,100.400000,76.082497,5.661848,40.000000,5,0.000000,57.000000,56.000000,57.000000,-1.000000,0.000000,43.000000,67.532555,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,21,7301521,819,775,44,5.372405,61.000000,133.478391,105.200000,80.878856,5.639817,0.000000,14,15.000000,61.000000,58.610197,60.958189,-2.389803,-0.041811,44.191101,73.405447,18,84,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,21,7301521,819,746,73,8.913309,58.000000,116.077320,102.588478,78.551460,5.959297,13.352059,3,15.000000,58.397828,56.417126,58.174811,-1.980702,-0.223017,43.808654,68.255029,13,23,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,22,7301522,833,749,84,10.084034,59.075960,123.219843,103.200000,82.909926,8.344855,0.000000,0,0.000000,59.000000,58.000000,68.000000,-1.000000,9.000000,44.000000,68.000000,21,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,22,7301522,833,767,66,7.923169,58.000000,111.808367,100.600000,79.507683,5.617533,40.000000,5,0.000000,58.000000,55.303255,66.280598,-2.696745,8.280598,43.000000,67.000000,21,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,22,7301522,833,801,32,3.841537,63.989415,163.893828,108.600000,84.789794,6.342077,0.000000,18,15.000000,63.000000,62.230326,76.516632,-0.769674,13.516632,46.275582,76.098092,23,108,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,22,7301522,833,769,64,7.683073,59.000000,121.298204,102.600000,81.171830,7.421513,23.732379,5,15.000000,59.000000,56.773725,71.000000,-2.226275,12.000000,43.433968,69.000000,21,27,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,23,7301523,794,729,65,8.186398,57.187812,124.061972,102.600000,81.125335,7.586048,0.000000,0,0.000000,57.792200,58.472545,55.000000,0.680345,-2.792200,42.965603,68.106105,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,23,7301523,794,743,51,6.423174,56.436351,98.085383,101.600000,77.917919,6.402040,40.000000,5,0.000000,57.000000,58.293878,53.227515,1.293878,-3.772485,42.000000,68.000000,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,23,7301523,794,759,35,4.408060,60.000000,140.677094,104.200801,82.238480,7.821971,0.000000,12,15.000000,60.000000,64.794314,55.320077,4.794314,-4.679923,43.000000,71.177787,23,56,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,23,7301523,794,742,52,6.549118,57.000000,108.311186,102.396100,79.451522,8.991045,20.493863,5,15.000000,57.273187,58.472545,54.000000,1.199358,-3.273187,42.933297,68.544328,13,17,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,24,7301524,827,749,78,9.431681,58.000000,117.814402,103.682733,82.378632,8.116632,0.000000,0,0.000000,57.076797,59.000000,59.513153,1.923203,2.436356,43.243302,71.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,24,7301524,827,759,68,8.222491,56.806031,109.424493,101.800000,78.471593,6.729339,40.000000,5,0.000000,56.267327,58.500000,58.886081,2.232673,2.618754,42.823518,70.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,24,7301524,827,784,43,5.199516,60.000000,140.352085,104.758830,83.115685,8.954701,0.000000,15,15.000000,59.000000,61.000000,64.361205,2.000000,5.361205,42.000000,76.205504,19,86,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,24,7301524,827,759,68,8.222491,57.000000,114.465845,102.400000,80.009691,7.191626,21.553578,4,15.000000,57.000000,58.500000,58.886081,1.500000,1.886081,42.533213,70.686715,15,24,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,25,7301525,790,713,77,9.746835,59.000000,120.121048,103.663118,78.141681,5.055826,0.000000,0,0.000000,59.034122,60.000000,55.230640,0.965878,-3.803482,45.000000,73.000000,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S01,25,7301525,790,728,62,7.848101,57.000000,99.234802,101.006536,75.137934,4.903615,40.000000,5,0.000000,57.600777,56.000000,53.507719,-1.600777,-4.093058,44.000000,71.000000,9,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S02,25,7301525,790,747,43,5.443038,61.000000,153.932862,104.400000,79.118020,5.113834,0.000000,14,15.000000,61.000000,62.000000,58.943063,1.000000,-2.056937,46.085787,74.000000,14,78,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S03,25,7301525,790,728,62,7.848101,59.000000,110.868944,103.039703,77.056106,5.324357,18.147033,4,15.000000,59.000000,60.244492,56.000000,1.244492,-3.000000,45.000000,72.000000,9,18,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C01,S00,26,7301526,781,725,56,7.170294,57.000000,108.254132,100.638968,78.331637,7.267353,0.000000,0,0.000000,57.339342,55.406100,56.823154,-1.933242,-0.516188,42.839006,69.000000,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
