relative_path,bytes,sha256,role
module02-reference/upstream/module01-reference/.gitattributes,107,db2b48943c72f7b44d8e135dca50e1c3fbacc6e9a6f34c7a2f2dc7e04eb682d3,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/VERSION,6,e9dd8507f4bf0c6f42458e41aea833ad0bd3f6127272335eee9bf4d58541ed67,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/ai-use.md,1067,cad8b3f3d0e792b66d4e6f6c4458c8f6cc69e4efff944c4fa41dabd62574009c,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/assessment.md,2986,064d25a6e0aa3def4ccdd7dc84b7125d17fa79a273e5e07e84c0ae79191e6638,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/claim-boundary.csv,2908,f8b83391c1551bbb767cfee23401fe7a56917133d997321236a669a26ce15579,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/community-accountability-map.csv,2955,7ce7223bbf3ba76ac5ebcf8adb0810ac855871f90b27f4a2bed9cee8e87daa46,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data-spec.md,4883,5029c8e325f59ab0c3b6f620f22ccecf7f16c7c9415ec40477e1e6f2fd1e6c46,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data/acs-b01001-ma-tract-2024.csv,576420,bca33aebaa0a9e418d6a5343818aebc1e8b1dc2d355156419e5693d1907fa419,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data/field-inventory.csv,39768,d65fb0bbde925e17e2b94ee362e43c1320d4f10467241f77cd260f50329854f7,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data/join-feasibility.csv,524,2fc7811fc1f6350fb65581a5d946d073039b05a72006a9dd30ad829005cde1e6,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data/places-diabetes-ma-tract-2025.csv,356204,3d55a099be438999fd52b1e34f13589dcf3e260162c56967fa01fb0a80135846,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data/reading-inventory.csv,2394,081f5d85da1657d838e51df31cb746d32f4ac6f716a3e24e4c28e33235148292,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data/source-inventory.csv,3288,1392a8a84047cf9725daf4053dbc0ac6efdbbe1b93eb6e9ed1e0c8074b6e89dd,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/data/svi2022-ma-tract.csv,1188187,fac1aabd51880624ce728f4a63f01ba6b50959c203c6975400c02daf21329de0,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/decision-contract.json,2995,00acd89120cfaad492e45d31cadfd18e3b058084cf1e4d814ba00e942f50260a,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/equity-language-contract.csv,2787,4efc3232190817e21a5386c3321147efe5c8060b01d5d1e1b0240dd9ee2dbc84,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/geography-time-contract.csv,1855,84d2322d68d023ffa2519c029821042cf6ac05144a5d6adbd821028a1206af02,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/population-decision-charter.md,3369,a8335e39dfec0f669e95cd85ba9d13e984c137f7fed74b9f46b84ab5154a11d1,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/population-denominator-contract.csv,3850,54878599766cf224162cd5d59e7dabdd4df00b0ec635690fcebb1729503b682c,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/profile_sources.py,22724,c9d7bb1f010da25ec2cd1930fcb83e277d1df96595e372a2f6120fb0b31c0084,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/progression-decision.md,1426,7356747c293848bc60cae730eff735b031d7a025e8a13f417eb9df43f3e055b5,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/public-data-role-map.csv,2709,c9f3bb1b053d29632413d620b83dfd7dbf686cea85a116dd78d36068c4a248b7,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/release-manifest.csv,1907,65ea81f391ed426f63e84593588d57542e827f89f2493aa0b3a2f8b1d9a2b0e9,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/requirements.txt,38,337f4c3188782bfc377c38fe22d2d2dd2b5e214c168abab01261bb01a644fb9d,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/source-feasibility-interpretation.md,2293,c8670175224cf590473e3be12c60db2d7dcf0139d11553a6b73c5212a9233dd2,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/source-record.yml,4623,abe66237bbe3a3fffe5522d2d8e6f6f54ff660f1aba9d91690636a578aae5b5f,accepted Module 02 reference workspace
module02-reference/upstream/module01-reference/validate_workspace.py,17602,2f132229a0f24265e815c8e5526937129cdee57843ce1cb8b77bae2086da686e,accepted Module 02 reference workspace
module02-reference/upstream/module01-release.json,1474,ed34f8c89e8c100738ceb1402d83473b4913fef4d133e0e3ef2f9c39bef8f079,accepted Module 02 reference workspace
module02-reference/validate_workspace.py,15861,4aa146962579d160625538c6ecd2e0a49ca3d8b756e4473d31b8ca0511e6ffda,accepted Module 02 reference workspace
module02-release.json,2007,416081e4f8ed5ed5f4b1f6098183efe4ab1f14e4bda93de148a20b74829825a6,accepted Module 02 release record
